body_temperature,respiratory_rate,walking_capacity,sleeping_duration,heart_rate,ruminating,health_status
40.5,25,5866,3.7,63,3.2,healthy
38.5,24,13257,5.1,57,5.9,healthy
38.1,40,13257,5.7,50,5.1,healthy
40.5,25,13257,7.2,83,6.1,healthy
40.6,34,5004,7.2,47,5.8,unhealthy
38.5,19,5744,7.2,47,4.1,healthy
40.6,26,5004,7.1,39,3.3,healthy
38.2,24,13257,2.8,48,7.0,healthy
39.8,17,13257,2.8,83,7.0,healthy
39.4,24,5011,2.9,42,5.6,healthy
40.3,20,13257,2.8,79,4.3,healthy
38.3,25,5374,6.8,41,6.3,healthy
40.6,27,7556,6.3,42,4.1,healthy
38.9,30,11249,6.9,50,6.3,healthy
39.0,17,13257,2.8,82,7.0,healthy
38.9,39,13257,3.0,72,6.8,healthy
40.5,18,5004,5.3,42,3.2,healthy
39.2,26,5010,7.2,44,4.5,healthy
40.6,23,5004,7.2,43,4.7,healthy
40.2,37,13257,5.7,76,5.9,healthy
40.2,22,12662,6.6,60,5.0,healthy
38.1,32,13257,2.9,52,6.0,healthy
40.6,18,5004,7.2,40,3.0,healthy
40.6,19,12419,3.1,64,5.3,healthy
38.5,36,13257,2.8,58,5.0,healthy
40.6,30,13161,6.1,42,5.6,healthy
38.0,23,13257,2.8,61,6.8,healthy
40.4,24,5004,2.8,37,5.2,healthy
40.3,21,13257,2.9,47,5.2,healthy
40.3,28,13204,2.8,50,5.4,healthy
38.4,30,13257,2.8,83,6.9,healthy
40.2,21,13257,2.8,83,5.5,healthy
40.6,28,5005,2.9,50,3.8,healthy
39.2,25,5004,3.6,38,3.8,healthy
39.3,30,7259,3.0,59,5.6,healthy
38.4,19,10794,4.0,42,6.9,healthy
38.0,26,8653,2.9,46,4.2,healthy
38.1,35,13257,2.8,62,6.8,healthy
38.4,22,5016,6.6,64,3.9,healthy
38.2,19,9143,2.8,50,4.6,healthy
40.2,30,9975,7.2,45,3.6,healthy
38.0,10,5722,2.8,66,4.2,healthy
38.6,34,5771,6.9,61,4.1,healthy
39.1,32,5004,7.2,38,3.1,unhealthy
39.3,39,5004,7.2,40,3.1,unhealthy
39.8,29,5757,3.2,76,4.5,healthy
39.9,27,12594,2.9,66,7.0,healthy
40.5,19,5004,4.8,37,5.6,healthy
38.0,32,13065,5.0,55,5.0,healthy
40.4,13,13257,7.1,58,6.8,healthy
40.6,32,5004,3.3,48,3.2,unhealthy
38.2,32,13257,6.8,51,6.6,healthy
38.4,13,12096,7.0,45,4.9,healthy
40.6,27,13257,3.1,43,3.4,healthy
39.3,30,5141,5.1,51,3.0,healthy
39.3,33,12944,6.8,49,5.3,healthy
38.1,20,8214,2.8,64,5.3,healthy
40.3,18,5004,7.2,41,3.0,healthy
38.4,35,11598,7.2,44,5.9,unhealthy
38.5,24,5098,3.2,50,3.6,healthy
38.1,33,9883,2.8,51,6.2,healthy
38.1,33,10823,6.4,73,6.6,healthy
40.1,37,6723,6.7,51,3.4,unhealthy
40.6,15,5004,7.2,47,3.0,healthy
38.1,42,13257,2.8,59,6.9,healthy
38.0,38,13257,5.5,75,6.7,healthy
38.8,19,13257,3.3,40,5.8,healthy
40.5,17,8262,7.2,46,5.7,healthy
40.5,20,5004,7.2,40,3.4,healthy
40.5,22,13257,2.9,47,3.5,healthy
38.1,28,13257,2.9,82,7.0,healthy
40.5,25,5004,7.2,39,3.2,healthy
38.0,18,13257,2.9,75,6.6,healthy
40.5,16,13257,3.2,53,6.9,healthy
39.5,19,5045,4.4,39,3.7,healthy
38.3,21,13257,2.8,75,6.9,healthy
38.6,23,13257,2.8,79,6.9,healthy
38.1,20,13257,2.8,64,3.5,healthy
38.0,17,9848,2.8,59,4.7,healthy
38.4,26,5032,3.2,53,3.3,healthy
38.8,15,12015,3.8,45,3.9,healthy
40.5,26,13257,7.2,41,4.6,healthy
38.6,19,13257,3.9,57,4.7,healthy
38.4,27,13257,2.8,63,6.4,healthy
38.1,26,13257,6.2,81,5.7,healthy
39.3,24,5085,6.4,41,5.2,healthy
40.6,36,5005,6.8,39,6.3,unhealthy
39.0,39,13257,4.2,76,4.7,healthy
40.3,24,5028,2.8,41,6.0,healthy
38.9,19,12188,2.8,48,4.5,healthy
39.1,25,13257,6.2,57,6.0,healthy
40.6,20,7808,7.2,45,4.5,healthy
38.2,33,13257,2.8,74,7.0,healthy
38.7,18,6768,2.8,38,3.8,healthy
39.6,34,5703,3.1,54,4.0,unhealthy
40.5,20,5004,6.9,40,3.4,healthy
38.2,26,13257,2.8,71,7.0,healthy
38.0,22,11527,2.9,39,6.8,healthy
39.9,19,13257,2.8,57,3.4,healthy
38.1,11,5828,2.8,47,6.6,unhealthy
40.6,26,5006,5.1,39,5.1,healthy
40.6,33,5005,7.2,39,4.2,unhealthy
39.9,21,5095,4.5,38,6.1,healthy
39.7,37,13257,2.9,80,6.8,healthy
38.4,14,13257,6.2,59,5.1,healthy
39.1,20,5004,6.1,38,4.5,healthy
38.0,23,13257,2.8,72,6.8,healthy
40.3,17,5004,7.2,38,3.3,healthy
38.0,12,13257,3.6,71,6.0,healthy
38.7,31,11819,3.4,50,6.4,healthy
39.4,22,10792,2.8,45,5.1,healthy
40.5,15,5278,3.3,46,3.4,healthy
40.5,38,5014,6.9,60,6.5,healthy
40.5,24,13257,7.1,56,5.9,healthy
39.5,26,5004,7.2,66,5.5,healthy
39.5,17,5673,7.0,51,6.5,healthy
39.0,26,13257,2.8,83,6.6,healthy
40.1,35,5130,2.8,55,6.7,healthy
40.1,37,5006,6.2,44,6.3,unhealthy
40.6,22,5095,7.2,37,6.7,healthy
40.3,12,6545,6.8,61,6.4,healthy
38.0,20,13257,2.8,73,6.3,healthy
40.3,31,5038,7.1,59,5.2,healthy
39.9,27,13257,4.5,47,5.8,healthy
38.0,24,13257,3.5,77,4.4,healthy
40.5,26,5004,7.2,39,4.3,healthy
40.5,24,13184,6.0,43,5.8,healthy
38.4,26,10826,3.3,58,4.1,healthy
38.3,32,5412,2.9,43,6.0,unhealthy
40.1,25,7098,6.7,57,4.8,healthy
38.5,28,6476,7.1,46,6.8,healthy
38.3,26,7388,2.8,63,6.4,healthy
39.5,19,5005,6.3,61,5.1,healthy
40.6,18,10505,4.5,65,4.3,healthy
38.2,28,13257,2.8,75,6.2,healthy
40.0,26,5027,6.7,44,5.7,healthy
39.0,27,5211,3.5,45,3.7,healthy
40.5,20,5004,7.2,43,3.1,healthy
40.6,31,5153,7.2,44,4.9,unhealthy
40.5,12,6722,7.2,39,3.4,unhealthy
40.6,25,5004,4.9,38,5.8,healthy
38.7,28,6172,2.8,41,7.0,healthy
39.5,20,13257,3.1,65,6.8,healthy
38.5,30,13257,2.8,75,6.2,healthy
39.3,30,5016,6.7,42,7.0,healthy
38.1,27,9807,2.8,74,6.6,healthy
38.1,28,5087,2.8,43,4.8,healthy
40.1,29,13257,2.8,68,7.0,healthy
38.1,21,10546,7.2,76,4.4,healthy
38.4,27,13257,3.4,75,6.1,healthy
39.5,33,5004,4.9,39,5.4,unhealthy
39.3,18,5004,7.2,38,3.1,healthy
39.7,12,6529,6.4,73,3.2,healthy
39.5,20,13257,5.5,41,6.7,healthy
40.6,35,5004,7.2,46,3.2,unhealthy
39.4,34,5004,2.8,53,3.4,unhealthy
40.2,32,5004,3.1,39,3.9,unhealthy
39.0,10,13257,2.8,39,3.6,healthy
39.4,34,13257,2.8,79,6.4,healthy
38.5,25,5566,6.5,62,6.9,healthy
38.3,31,7296,5.5,52,4.3,healthy
38.2,20,13257,2.9,41,4.2,healthy
38.1,16,5012,3.0,48,4.8,healthy
39.6,17,12345,6.2,39,5.9,healthy
39.3,23,5009,7.2,69,5.0,healthy
40.5,31,5010,3.3,45,4.6,unhealthy
38.5,37,5006,6.8,42,3.8,unhealthy
40.6,28,13257,3.6,48,6.9,healthy
38.1,27,12753,2.8,70,6.0,healthy
40.6,15,5011,4.1,46,3.2,healthy
40.4,29,13257,2.8,59,6.4,healthy
40.6,33,5004,2.9,39,4.1,unhealthy
39.7,16,10200,6.0,61,6.4,healthy
38.9,22,13257,3.0,46,6.0,healthy
38.0,25,13257,7.2,75,5.2,healthy
38.6,26,13257,2.8,47,6.9,healthy
38.6,24,5004,7.2,42,5.3,healthy
38.1,21,7622,7.1,46,5.1,healthy
40.3,18,5005,5.4,44,3.1,healthy
38.0,18,13257,2.8,44,5.2,healthy
38.1,28,12807,7.2,57,6.6,healthy
39.9,17,13257,5.2,60,6.5,healthy
38.1,22,13257,2.8,63,6.9,healthy
38.9,26,13257,2.9,65,5.2,healthy
40.6,22,5004,7.2,39,3.2,healthy
39.8,35,11392,6.1,41,3.5,unhealthy
38.1,35,12343,2.8,47,5.0,healthy
38.9,32,13257,3.6,48,6.8,healthy
38.1,21,5436,3.5,67,4.0,healthy
40.5,30,5004,6.2,42,3.0,healthy
39.4,23,13257,2.8,69,6.2,healthy
39.7,28,5004,7.2,39,3.0,healthy
40.5,36,11696,7.2,78,5.3,healthy
38.1,24,12100,2.8,59,4.9,healthy
39.8,22,13257,4.9,49,6.5,healthy
39.4,28,13257,2.8,64,6.8,healthy
38.0,43,12592,2.8,54,5.6,healthy
38.2,24,11741,4.5,58,5.2,healthy
38.0,36,13257,3.3,40,4.4,healthy
40.6,25,5023,7.2,37,6.4,healthy
40.6,23,5004,7.2,37,3.1,healthy
39.8,24,13257,3.6,42,5.5,healthy
40.2,26,5008,6.7,41,5.9,healthy
39.9,23,11009,7.2,43,5.1,healthy
38.0,21,13257,2.8,73,6.9,healthy
38.4,18,5004,7.2,39,3.1,healthy
38.0,38,13257,4.1,72,6.9,healthy
39.5,24,5008,7.2,43,5.7,healthy
39.2,39,13257,3.3,60,5.9,healthy
39.8,15,5111,6.3,40,5.4,healthy
38.0,25,13257,2.8,56,6.9,healthy
38.1,31,13257,2.8,79,7.0,healthy
39.7,17,8496,5.3,47,4.2,healthy
38.7,29,12211,7.1,51,3.8,healthy
38.0,24,13257,4.8,79,5.4,healthy
38.0,21,5007,3.3,42,4.0,healthy
39.6,29,5004,4.7,38,5.8,healthy
40.5,27,10551,2.8,60,5.6,healthy
38.6,27,5015,7.1,49,3.5,healthy
38.2,16,13257,2.8,51,7.0,healthy
39.4,24,5274,2.8,72,6.5,healthy
38.9,28,13257,2.8,80,6.5,healthy
40.1,30,12819,2.8,59,6.8,healthy
38.2,17,13257,6.4,70,6.7,healthy
38.9,12,12321,6.3,54,5.0,healthy
38.3,18,5009,4.0,37,5.6,healthy
38.0,22,13257,2.8,66,6.9,healthy
40.4,21,5004,6.7,39,4.8,healthy
39.9,25,5031,3.8,46,6.7,healthy
40.6,36,5040,2.8,42,5.4,unhealthy
39.3,33,7663,7.2,57,5.7,healthy
38.3,21,5004,7.2,37,6.0,healthy
38.0,20,13257,4.2,65,6.9,healthy
39.3,32,13257,5.4,81,5.3,healthy
38.1,16,13257,2.8,48,6.1,healthy
39.7,19,13257,3.1,59,4.6,healthy
40.6,34,5004,7.2,43,3.2,unhealthy
40.5,26,8597,7.2,46,3.1,healthy
38.8,29,5009,6.2,48,3.0,healthy
40.3,24,5004,7.2,44,3.6,healthy
38.0,15,13257,2.8,72,5.3,healthy
40.1,25,5004,6.5,42,3.2,healthy
39.7,14,13257,2.8,81,5.4,healthy
38.3,35,5015,6.2,40,6.4,unhealthy
38.1,37,13257,3.3,46,6.0,healthy
39.8,27,5055,7.2,60,3.8,healthy
40.4,33,6693,7.2,47,4.8,unhealthy
38.0,25,13257,2.8,77,6.5,healthy
40.2,35,5005,7.2,38,6.2,unhealthy
39.9,35,5006,7.1,54,4.9,unhealthy
38.2,17,13257,2.9,68,6.8,healthy
38.0,24,13257,2.8,62,4.0,healthy
39.3,27,13257,6.1,40,6.3,healthy
40.2,33,5006,7.2,42,4.7,unhealthy
40.6,16,5145,7.1,50,3.3,healthy
38.8,25,7183,3.1,42,5.4,healthy
40.4,24,10891,6.5,47,3.0,healthy
39.8,29,8283,6.7,44,3.0,healthy
40.6,20,5004,7.2,38,3.0,healthy
38.9,33,12903,2.8,43,6.7,unhealthy
39.2,21,12973,7.2,46,3.7,healthy
40.6,28,5004,7.2,45,4.1,healthy
40.0,19,9171,3.2,74,6.2,healthy
38.3,27,5004,7.2,51,4.4,healthy
38.8,24,13257,3.0,62,4.5,healthy
39.2,29,13257,3.5,65,5.5,healthy
40.6,13,5378,6.6,42,5.7,unhealthy
39.1,27,13257,2.8,57,5.9,healthy
40.0,43,13257,2.8,67,3.9,healthy
39.7,30,10898,3.8,49,4.8,healthy
39.9,36,12784,2.8,79,6.9,healthy
40.5,22,5004,5.9,49,6.4,healthy
40.5,24,13257,3.5,57,4.4,healthy
39.6,41,5050,3.0,42,4.7,unhealthy
39.9,16,8726,3.5,51,4.8,healthy
38.0,33,5150,6.9,37,3.3,unhealthy
40.5,21,11511,2.8,51,6.5,healthy
40.5,16,12922,7.2,56,3.8,healthy
39.2,32,5914,6.6,46,4.1,unhealthy
40.4,25,8346,4.7,45,6.9,healthy
38.4,17,13257,2.8,70,6.1,healthy
40.1,17,8509,3.0,54,4.8,healthy
39.4,24,11842,6.1,61,5.8,healthy
38.1,33,6220,3.8,59,6.2,healthy
40.5,34,12887,3.6,70,6.4,healthy
38.8,17,13257,2.8,77,6.3,healthy
40.6,23,13257,2.9,57,6.1,healthy
40.1,21,13257,7.2,71,6.5,healthy
40.3,22,5004,7.2,38,5.4,healthy
39.6,31,5050,2.9,40,4.6,unhealthy
40.3,20,5179,2.8,63,3.7,healthy
40.5,27,13257,3.0,71,6.7,healthy
38.1,19,5378,3.6,39,3.6,healthy
38.3,32,12617,7.2,43,4.7,healthy
38.4,22,13004,4.5,58,5.9,healthy
39.5,28,5004,6.6,39,5.0,healthy
38.2,33,5005,4.9,63,6.0,healthy
38.0,25,13257,2.8,52,6.4,healthy
40.1,24,13257,6.0,67,4.0,healthy
40.3,23,5127,3.9,49,5.1,healthy
38.5,13,6180,5.0,45,3.9,unhealthy
38.3,24,5169,7.0,54,5.1,healthy
40.2,21,7147,2.8,42,4.2,healthy
38.1,23,12855,2.8,60,6.3,healthy
40.6,21,5004,7.2,41,3.0,healthy
40.3,26,13241,5.5,55,4.4,healthy
40.1,32,6558,7.1,42,4.6,unhealthy
38.0,32,13257,2.9,64,5.4,healthy
40.6,31,5033,7.2,38,5.0,unhealthy
39.4,18,13257,3.6,62,5.3,healthy
40.3,40,5004,4.5,38,4.6,unhealthy
38.1,34,6274,7.2,45,6.9,healthy
40.3,23,9883,7.1,53,3.3,healthy
40.6,43,5004,6.8,46,4.2,unhealthy
38.0,25,13257,2.8,51,5.3,healthy
40.6,28,5004,6.0,37,3.5,healthy
40.4,29,8168,6.1,55,3.5,healthy
39.8,30,5004,7.2,40,4.9,healthy
40.6,21,5026,2.8,58,3.3,healthy
38.1,18,5004,7.2,40,3.3,healthy
38.0,15,8898,2.8,60,5.2,healthy
38.3,33,9301,4.9,72,5.2,healthy
38.0,34,10285,2.8,56,4.6,healthy
38.4,25,5004,6.6,40,3.2,healthy
38.0,16,12668,3.9,56,5.6,healthy
40.5,23,7067,5.3,49,4.7,healthy
38.6,31,5296,2.8,46,5.9,unhealthy
40.3,26,5800,2.8,53,4.9,healthy
38.0,32,10475,6.7,44,5.5,healthy
38.4,26,13257,2.8,61,6.8,healthy
38.3,13,8099,5.5,53,6.2,healthy
38.0,17,13257,2.8,69,6.0,healthy
38.0,19,12843,3.1,78,4.4,healthy
38.2,23,10634,7.1,55,3.2,healthy
40.4,27,5005,7.1,38,3.3,healthy
38.0,18,13257,2.8,78,6.0,healthy
39.2,32,5099,4.3,50,4.5,unhealthy
38.3,22,13257,2.8,77,6.6,healthy
38.2,20,12093,4.4,52,4.9,healthy
38.0,23,13257,2.8,62,5.4,healthy
39.9,19,5004,7.2,43,6.0,healthy
38.3,28,13257,3.6,74,6.8,healthy
39.8,23,13257,5.7,45,6.7,healthy
39.9,33,5004,6.9,37,3.1,unhealthy
40.6,18,5004,7.2,37,3.0,healthy
38.9,30,5004,7.2,39,3.0,healthy
38.1,18,13257,2.8,50,6.9,healthy
40.6,24,5004,7.2,42,3.2,healthy
40.6,22,7368,3.6,57,5.8,healthy
39.3,17,6504,6.8,38,5.3,healthy
40.0,35,5006,5.1,60,5.7,healthy
38.0,18,13257,2.8,78,4.1,healthy
40.6,22,5047,7.2,47,3.9,healthy
39.9,14,5004,7.2,57,3.2,healthy
38.7,22,13257,2.8,78,5.2,healthy
40.6,24,5004,7.1,38,4.1,healthy
40.2,35,10952,7.2,79,5.7,healthy
39.0,10,7080,5.9,61,4.1,healthy
40.4,24,5004,6.6,45,4.8,healthy
38.9,19,5004,6.3,38,4.2,healthy
38.0,21,5008,7.2,51,6.6,healthy
38.0,17,13257,2.8,71,6.8,healthy
40.3,40,11039,5.5,44,5.8,unhealthy
40.5,23,13257,6.7,59,5.7,healthy
39.5,15,5009,6.9,47,4.1,healthy
38.3,25,13257,2.8,58,6.7,healthy
40.6,31,10858,2.8,66,6.6,healthy
38.2,32,5018,3.4,66,3.8,healthy
40.6,17,5005,6.9,40,4.7,healthy
40.4,13,10325,7.2,74,6.5,healthy
38.0,24,5036,2.8,55,4.3,healthy
40.2,36,13257,2.8,56,5.2,healthy
40.6,26,5004,6.9,37,3.9,healthy
38.0,41,5102,6.3,53,6.6,unhealthy
38.9,23,13257,3.2,56,5.2,healthy
40.6,20,5010,7.2,73,3.6,healthy
38.2,20,13257,2.8,47,6.6,healthy
38.4,27,5882,6.6,45,5.3,healthy
38.9,27,5004,4.7,39,3.2,healthy
40.3,34,5004,4.4,64,4.0,healthy
39.3,20,5004,3.1,45,3.0,healthy
40.5,21,11117,2.9,57,5.1,healthy
40.6,24,5004,7.2,44,3.1,healthy
38.0,31,7852,2.8,41,3.9,healthy
38.2,32,11334,2.9,58,3.1,healthy
40.4,22,7600,7.2,53,5.5,healthy
38.1,22,5063,4.2,59,3.4,healthy
40.5,25,7476,7.2,44,5.1,healthy
38.0,18,13257,2.8,67,7.0,healthy
40.6,27,5005,7.1,39,5.1,healthy
38.3,24,13257,2.8,79,4.6,healthy
40.4,28,5061,6.8,42,4.6,healthy
40.6,31,5004,7.2,42,3.4,unhealthy
38.1,19,13257,2.8,61,7.0,healthy
38.5,15,12796,2.8,70,6.9,healthy
38.0,22,13257,4.0,72,7.0,healthy
39.7,37,13257,2.8,77,5.5,healthy
40.1,20,5165,6.5,56,4.0,healthy
40.4,40,13257,3.2,69,5.1,healthy
38.1,33,13257,3.5,64,6.3,healthy
38.5,24,9578,2.9,79,4.7,healthy
39.7,31,12938,2.8,49,4.8,healthy
38.5,36,12855,3.3,70,4.3,healthy
38.1,18,13257,3.1,78,6.8,healthy
39.5,27,13257,3.1,63,6.6,healthy
40.4,32,5004,5.1,38,3.0,unhealthy
38.0,18,12647,2.8,49,5.2,healthy
38.3,27,8097,3.2,50,6.3,healthy
38.7,18,13195,7.1,69,5.7,healthy
39.7,28,10100,4.4,55,6.1,healthy
39.0,39,13226,7.2,61,5.7,healthy
39.2,35,7407,4.7,44,3.2,unhealthy
38.0,23,13257,2.8,77,6.6,healthy
38.0,42,5005,2.9,49,5.3,healthy
38.3,25,13257,2.8,61,6.9,healthy
40.6,24,5005,7.2,59,4.3,healthy
38.6,29,13257,2.9,79,6.8,healthy
38.0,24,13257,7.2,62,5.4,healthy
38.7,27,13257,2.8,83,7.0,healthy
40.0,44,5004,3.5,39,5.3,unhealthy
38.0,12,13257,3.2,79,6.9,healthy
40.1,17,12566,6.7,49,4.6,healthy
39.8,33,5254,2.8,48,3.5,unhealthy
40.2,21,7085,7.2,46,5.7,healthy
39.7,19,13257,5.2,70,6.1,healthy
39.7,31,7336,5.4,56,4.3,healthy
38.8,19,13257,7.1,50,6.8,healthy
39.8,28,13257,7.2,72,5.1,healthy
39.7,39,12778,2.8,54,3.9,unhealthy
39.9,25,6161,7.2,59,6.8,healthy
39.9,28,13257,2.8,57,4.9,healthy
39.6,36,13257,2.8,69,7.0,healthy
38.3,21,11513,7.0,40,5.8,healthy
38.0,10,6039,7.2,45,4.5,unhealthy
38.9,16,13069,2.8,74,3.6,healthy
40.3,16,5004,7.1,38,3.2,healthy
38.1,25,13257,7.2,81,6.3,healthy
38.3,25,5036,2.8,57,4.1,healthy
38.6,24,5005,7.1,50,3.9,healthy
40.6,30,5004,7.1,38,3.0,healthy
38.2,28,5023,7.1,43,3.6,healthy
40.6,32,8225,4.3,47,4.4,unhealthy
38.1,21,12189,3.0,66,7.0,healthy
38.0,27,13257,2.8,40,7.0,healthy
38.7,21,13197,6.0,54,6.3,healthy
40.6,42,5004,6.6,43,5.3,unhealthy
40.4,22,5231,2.8,62,6.8,healthy
38.9,34,13257,6.5,55,7.0,healthy
39.7,14,6502,2.8,37,5.3,healthy
40.1,21,5162,2.9,52,5.0,healthy
38.3,14,13257,2.8,61,6.4,healthy
39.5,13,13221,2.8,49,4.8,unhealthy
38.3,36,12853,2.9,76,3.8,healthy
40.3,34,5004,4.7,37,4.4,unhealthy
38.1,26,5320,2.8,41,4.8,healthy
38.1,24,11980,2.8,66,5.8,healthy
40.6,21,5004,5.7,41,5.7,healthy
38.4,19,5037,3.0,47,3.2,healthy
38.0,24,13257,2.8,70,6.9,healthy
38.3,36,13257,2.8,50,6.2,healthy
39.4,20,5004,3.9,42,3.8,healthy
39.9,26,5010,5.5,48,5.5,healthy
38.0,22,13257,3.0,72,5.8,healthy
38.0,22,13257,2.8,81,5.7,healthy
38.3,20,12123,2.8,59,4.3,healthy
40.0,40,5336,6.7,68,6.5,healthy
38.1,34,11631,4.3,49,5.4,unhealthy
38.1,22,10774,3.5,42,4.9,healthy
38.0,17,13257,2.8,75,6.8,healthy
38.8,32,5051,6.6,38,4.1,unhealthy
39.2,21,13257,2.8,51,4.2,healthy
38.9,41,13257,7.2,51,3.5,unhealthy
38.2,23,13257,2.9,65,6.9,healthy
40.5,26,5011,7.2,39,5.8,healthy
38.3,17,8266,3.9,54,5.9,healthy
39.4,34,5942,7.0,51,5.0,healthy
38.0,26,12593,7.1,42,5.2,healthy
38.1,27,13257,6.9,76,4.8,healthy
38.9,42,5231,7.2,50,5.1,healthy
38.0,26,13257,4.9,76,5.3,healthy
38.0,22,13257,2.8,70,6.7,healthy
38.4,33,5005,6.9,51,4.2,unhealthy
38.0,14,13257,2.8,68,5.5,healthy
38.0,22,13257,2.8,70,6.3,healthy
40.6,23,5008,4.1,42,6.8,healthy
40.6,36,5004,3.2,38,3.8,unhealthy
39.2,27,8835,3.5,62,4.7,healthy
40.0,31,7182,6.8,60,5.1,healthy
39.5,15,5098,7.2,76,3.1,healthy
40.3,23,5058,5.8,56,4.6,healthy
40.6,16,5004,7.0,37,3.0,healthy
40.3,30,12642,6.2,40,3.9,healthy
38.1,16,5004,3.8,44,3.3,healthy
38.8,25,13257,2.8,50,7.0,healthy
39.4,12,7089,5.5,59,3.9,healthy
38.4,28,5004,3.2,39,3.0,healthy
39.0,21,5047,3.2,46,4.2,healthy
39.2,29,13257,2.8,64,6.1,healthy
39.6,23,13257,2.8,61,6.8,healthy
38.0,26,13257,2.8,71,7.0,healthy
40.2,34,5622,3.5,61,5.4,healthy
40.3,31,12855,7.2,63,6.4,healthy
39.2,28,12222,2.9,69,3.9,healthy
38.2,26,5004,7.1,42,3.3,healthy
38.1,29,11785,5.3,45,3.5,healthy
38.8,18,5004,6.2,49,3.8,healthy
39.6,22,5017,6.7,57,3.4,healthy
39.8,21,13202,6.5,69,4.7,healthy
40.5,21,13257,3.0,81,6.3,healthy
40.5,15,10080,7.2,38,4.5,healthy
40.5,34,5004,7.2,49,3.1,unhealthy
39.0,36,13257,3.2,41,6.6,healthy
40.5,29,5004,7.2,41,3.0,healthy
38.3,22,13257,2.8,80,6.9,healthy
39.5,38,13257,4.3,72,4.0,healthy
40.6,31,5004,7.0,39,3.0,unhealthy
38.6,27,8603,2.8,70,6.3,healthy
40.5,22,13257,6.9,61,4.8,healthy
40.6,26,13177,7.1,71,6.0,healthy
40.5,44,13257,2.8,47,7.0,unhealthy
38.3,30,10023,2.8,63,5.7,healthy
40.2,41,5484,7.0,56,6.6,healthy
39.8,27,5034,2.8,37,3.8,healthy
38.1,21,13257,2.8,75,5.9,healthy
38.3,15,13257,2.8,62,5.0,healthy
40.6,38,5004,5.1,39,4.8,unhealthy
38.1,31,5004,6.1,45,4.1,unhealthy
39.1,21,13257,3.4,62,5.6,healthy
40.5,19,5004,7.2,51,4.1,healthy
40.2,32,11006,3.2,55,5.2,healthy
38.3,21,5011,7.2,41,3.3,healthy
40.5,22,5157,2.9,45,5.0,healthy
38.6,29,5247,2.8,40,5.4,healthy
40.5,32,13122,6.8,48,3.9,unhealthy
38.1,34,13257,3.0,73,6.7,healthy
40.5,19,5004,7.2,39,4.8,healthy
40.6,26,5022,7.1,37,4.8,healthy
38.1,23,5088,3.8,46,3.0,healthy
40.4,16,12590,7.1,49,4.3,healthy
39.0,35,5004,7.2,39,4.5,unhealthy
