body_temperature,respiratory_rate,walking_capacity,sleeping_duration,heart_rate,ruminating,health_status
40.4,21,13170,5,56,6,healthy
40.6,33,5004,7.2,42,4.3,unhealthy
39.9,35,13087,3.3,50,6.9,healthy
40.3,24,5519,5.4,51,3.7,healthy
39.9,23,13240,7.2,66,4.7,healthy
40.2,25,12414,6.6,58,3.4,healthy
40.2,20,5005,5,45,6.8,healthy
38.9,22,13252,4,69,5.8,healthy
39.4,34,13092,4.7,44,6.9,healthy
39.6,36,13100,2.8,72,5.4,healthy
40.4,36,13257,2.8,46,6.9,unhealthy
40.6,31,5099,2.9,45,5.5,unhealthy
40.6,21,5004,7.2,43,5.3,healthy
39.7,36,13223,2.8,75,5.7,healthy
40.4,26,5428,5.5,49,3.1,healthy
39.4,26,13257,2.8,58,5.6,healthy
40.3,29,11895,4.1,51,6.7,healthy
40.2,29,13256,3.1,66,7,healthy
39.7,24,5004,6.1,37,6.6,healthy
38.9,22,12482,2.8,63,5.2,healthy
38.9,22,5004,4.1,56,5.8,healthy
40.6,23,5004,7.2,46,4.7,healthy
40.6,25,5004,7.2,39,3.8,healthy
40.6,28,5004,6.8,39,4.4,healthy
37.7,30,6734,3,78,6.7,healthy
40.6,24,5004,7,39,3.9,healthy
39.8,27,8253,4.2,54,3,healthy
39.9,29,5004,7.1,49,6.7,healthy
40.2,17,13207,6.2,41,3.7,healthy
40.5,34,13257,2.8,63,6.9,healthy
40.5,26,5004,3.3,39,3.2,healthy
40.6,35,12522,4.5,38,5.4,unhealthy
40.2,26,13257,2.8,68,5,healthy
40.4,29,5004,7.2,40,3.1,healthy
40.3,14,13253,2.8,38,4.6,unhealthy
40.2,44,12041,2.9,47,4.2,unhealthy
40.3,23,6863,7.1,41,4.4,healthy
40.3,36,5004,7.2,42,4.8,unhealthy
39.2,28,5004,2.9,37,6.8,healthy
38.5,36,13257,2.9,56,6.9,healthy
40.2,12,5004,6.5,53,4.9,unhealthy
39.9,22,5473,2.8,52,3.7,healthy
40.3,37,5397,6.1,42,4.3,unhealthy
39,24,13257,6.1,76,6,healthy
39.5,14,13257,6,63,3.2,healthy
40.6,25,13256,4.6,44,4.4,healthy
40.2,29,5004,7.2,43,4.3,healthy
39.2,28,12452,2.8,37,5.9,healthy
40.4,31,13257,7,49,6.8,unhealthy
40.3,14,13073,5.7,71,4.6,healthy
40.4,22,5004,7.2,43,3.1,healthy
39.6,20,6263,4.4,41,4.5,healthy
40.2,21,5940,2.8,74,6.8,healthy
40.5,24,13173,2.8,38,3.2,healthy
39,28,10924,5.7,63,6.7,healthy
40.1,28,5004,5.1,45,4.6,healthy
40.6,27,6210,7.2,42,5.3,healthy
40.5,15,13257,6.7,41,4.6,healthy
40.6,36,12537,7.2,47,3.8,unhealthy
40.2,22,13206,5.6,59,4.8,healthy
40.6,30,5004,4.4,37,3,healthy
40.5,23,9247,7.2,63,6.8,healthy
40.6,22,13190,4.3,60,6.1,healthy
40,24,5004,2.8,38,4.2,healthy
40.6,33,13205,4.6,44,5.7,unhealthy
40.2,19,5004,5.5,44,5.3,healthy
34.3,34,13257,2.9,81,6.6,healthy
40.2,20,5004,7.2,42,4,healthy
40.5,20,13257,2.8,72,6.9,healthy
40.4,20,5004,7,45,4.7,healthy
40.6,13,5004,7.2,37,5.3,unhealthy
37.4,26,12736,2.8,78,6.8,healthy
37.7,35,13257,3.2,57,4.6,healthy
37.4,22,13249,2.8,55,7,healthy
40.3,17,13257,2.8,64,3.4,healthy
40.5,27,12265,4.7,43,5.1,healthy
40.4,12,11221,2.8,68,4,healthy
39.9,20,12963,2.9,52,5.7,healthy
40.4,24,13257,2.9,48,5.8,healthy
40.4,14,13223,7,64,6.9,healthy
40.5,17,13250,2.9,52,5.2,healthy
38.7,26,13257,2.8,62,6.9,healthy
39.3,20,12759,2.9,59,4.8,healthy
40.6,20,9983,7.2,39,5,healthy
40,38,13255,7.1,75,6.1,healthy
39.6,26,10547,5.7,52,5.3,healthy
40,27,13008,2.8,42,6.6,healthy
39.8,22,9063,4,50,4.1,healthy
40.3,14,5006,2.8,41,5.1,unhealthy
40.6,20,5004,6.2,56,4.4,healthy
39.3,32,13257,2.8,78,6.2,healthy
40.3,20,13165,7.1,44,5.9,healthy
38.2,19,13219,2.9,73,6.9,healthy
40.4,20,5008,2.9,37,3.4,healthy
39.2,18,13257,2.8,65,5.5,healthy
40.1,28,5004,2.8,40,6.2,healthy
37.8,14,13257,2.8,66,6.8,healthy
40.4,11,5863,7.2,46,5.3,unhealthy
37.4,35,13238,2.8,72,6.9,healthy
40.2,32,5004,3.2,52,4.4,unhealthy
40.6,20,12117,7.1,59,4.2,healthy
39.9,25,5004,3.9,42,4.9,healthy
39.7,28,7154,2.8,63,4.3,healthy
40.4,27,5137,3.1,50,3.1,healthy
38.7,27,5004,2.9,46,6.4,healthy
40.3,21,5548,2.8,48,4.1,healthy
40.5,16,12805,6.1,70,3.9,healthy
38.7,23,5861,3,39,4,healthy
40.3,20,13251,5.8,78,5.1,healthy
38,13,13257,3.9,63,5.1,healthy
39.7,32,5004,4.9,49,5.3,healthy
40,44,5004,3.1,42,5.7,unhealthy
40.5,35,13257,2.9,63,4.8,healthy
40.6,38,5004,7.2,44,3.6,unhealthy
39.9,24,13256,2.8,40,5.8,healthy
40.4,31,13257,7.1,59,4.4,healthy
40.5,31,5907,5.3,39,4.4,unhealthy
40.6,17,5004,7.2,38,3.2,healthy
40.5,28,5004,6.1,42,5.4,healthy
40.5,15,5450,6.5,56,3.7,healthy
37.3,30,13245,3,49,5.1,healthy
36.4,24,5004,6.4,72,6.5,healthy
39.5,27,5994,3,50,5.7,healthy
40.4,11,8729,7.2,39,4.2,unhealthy
38.5,25,13257,6.5,51,3.6,healthy
37.9,16,5004,2.8,55,5.3,healthy
39.8,33,5004,7.2,66,6.6,healthy
40.2,28,13033,6.9,54,4,healthy
39.2,32,13257,4,69,6.9,healthy
40,37,10703,5.3,68,5.4,healthy
40.6,21,13256,2.8,55,3.7,healthy
40.4,19,5004,7.2,46,3.8,healthy
40.2,32,5243,7.1,58,4.7,healthy
40,26,13257,6.4,69,6.3,healthy
39.9,22,8564,7.2,41,4.6,healthy
40.6,36,12403,7,53,5.3,unhealthy
38.5,29,13256,2.8,65,6.3,healthy
40,14,12854,6,66,6.8,healthy
40.4,37,8003,7.2,42,3.2,unhealthy
40,24,8236,6.9,43,4.1,healthy
40.1,24,13257,2.8,61,7,healthy
40.1,30,13257,2.8,74,6.8,healthy
40.4,32,13255,5.2,66,5.3,healthy
40,11,13250,3.7,40,5.4,unhealthy
40.2,23,5229,4,52,5.1,healthy
40.2,29,5583,6.6,56,6.7,healthy
38.3,35,13257,2.8,81,6.6,healthy
40.5,22,5004,7.2,47,5.2,healthy
40.4,27,13089,5.7,80,5.9,healthy
40.6,16,5004,2.8,52,4.3,healthy
38.1,24,11003,2.8,71,6.2,healthy
39.8,22,5004,7.1,41,3.8,healthy
39.6,35,12013,4.2,49,5.4,healthy
40.4,17,5513,4.4,42,5.1,healthy
40.2,27,5004,3.7,46,6.8,healthy
40.4,25,12102,2.8,48,5.2,healthy
40.5,12,5006,4.1,39,6,unhealthy
40.2,29,13251,2.8,48,5.8,healthy
39.1,29,13236,2.8,66,6.5,healthy
40.5,25,5823,5.6,40,3.9,healthy
39.9,39,13257,2.8,75,6.7,healthy
39.8,24,13257,3,58,7,healthy
38.3,22,5126,7.2,49,3,healthy
40.5,16,5004,7.2,53,3.2,healthy
40.4,23,13190,3.8,51,4.9,healthy
40.4,16,12185,3.5,43,5.5,healthy
40.6,34,13255,2.8,38,5.7,unhealthy
40.3,26,11146,5.1,44,3.6,healthy
40.6,34,5004,7.2,45,4.6,unhealthy
40.5,16,5004,6.7,57,6.5,healthy
40.6,37,12368,7.2,45,6.5,unhealthy
35.8,20,11821,5.1,75,6.1,healthy
40.4,38,12939,3.4,47,5.4,unhealthy
40.6,33,5004,7.2,54,4.2,unhealthy
40.3,34,7095,6.9,52,3.7,unhealthy
39.9,18,13249,3.1,73,6,healthy
38.6,25,13186,3.6,70,4.1,healthy
37.7,20,13257,3.2,73,7,healthy
40.3,14,13249,5.8,48,4.8,unhealthy
39.6,19,5025,2.8,43,3.2,healthy
40.5,21,13257,3.3,57,5.3,healthy
40.6,33,5019,7.1,38,4.3,unhealthy
40.5,32,5004,3.5,57,3.6,healthy
40.5,33,12543,6.9,41,5.8,unhealthy
40.6,28,12621,4.8,41,4.9,healthy
40.3,25,12957,2.8,47,5.1,healthy
39.7,20,13257,2.8,64,4.6,healthy
40.3,25,5004,4.2,39,6.7,healthy
40.6,25,5004,3.4,37,3,healthy
39.4,15,5004,4.4,71,6.1,healthy
40.6,26,5037,7.2,37,3.2,healthy
38,25,13257,2.8,77,5.7,healthy
40.6,14,13102,2.8,56,4.6,healthy
40.6,21,5004,7.2,42,3.5,healthy
39.8,21,13257,4.3,51,5.7,healthy
40.4,17,9630,2.8,52,6.3,healthy
40,16,12748,2.8,44,4.5,healthy
38,10,5889,6.7,71,3.8,healthy
40,28,13177,3.6,58,3.4,healthy
39.6,13,5988,3.9,41,3.6,healthy
40.4,26,5004,7.2,73,4.9,healthy
39.9,28,13257,2.8,79,6.6,healthy
40.2,31,13252,2.9,72,6.9,healthy
40.4,14,5004,7.2,42,3.1,unhealthy
40.5,30,5083,6.9,41,3.7,healthy
39.9,30,9282,2.8,60,3.9,healthy
40.4,30,7644,6.3,39,3.7,healthy
40.3,16,12872,5.6,55,5.2,healthy
40.6,37,5004,4.2,39,4.3,unhealthy
40.1,28,7226,7.1,58,3.3,healthy
40.1,24,6473,7.2,60,5.4,healthy
40.5,17,5004,3.3,55,3.8,healthy
39.3,19,12093,2.8,67,4.9,healthy
40.2,29,5004,7.2,37,4,healthy
40.2,20,5004,7.2,50,3.6,healthy
40.6,35,6397,6.5,52,5.2,unhealthy
40.3,35,5004,2.9,50,3.3,unhealthy
40.4,22,5004,7.1,38,3.8,healthy
40.5,24,13257,2.8,57,6.2,healthy
40.5,38,13257,3.1,64,7,healthy
40.2,35,5004,4.7,44,3.4,unhealthy
39.8,17,13257,3.7,47,3.7,healthy
39.4,25,5004,7.1,37,5.7,healthy
40.3,18,8674,2.8,43,5.2,healthy
40.2,27,5194,3.2,41,4.9,healthy
40.4,28,5004,6.9,44,3.9,healthy
40.6,38,5004,5.2,48,4.2,unhealthy
40.4,15,5732,7.2,38,4.8,healthy
39.1,13,11000,2.8,49,5.7,healthy
